run_name,is_key_run,note,config_path,metrics_path,num_metric_rows,final_step,train_count,eval_count,best_train_number_step,best_train_number_accuracy,best_train_code_step,best_train_code_accuracy,best_eval_number_step,best_eval_number_accuracy,best_eval_code_step,best_eval_code_accuracy,best_eval_loss_step,best_eval_loss,final_train_number_accuracy,final_train_code_accuracy,final_eval_number_accuracy,final_eval_code_accuracy,final_eval_loss
ce_nosymm_1000,no,,runs/ce_nosymm_1000/config.yaml,runs/ce_nosymm_1000/metrics.csv,6,1000,69,162,600,0.10144927536231885,800,0.08695652173913043,1,0.04938271604938271,1,0.08641975308641975,400,6.21842771694984,0.057971014492753624,0.057971014492753624,0.018518518518518517,0.012345679012345678,6.231619175569511
code_logits_all_triplets_3000,no,,runs/code_logits_all_triplets_3000/config.yaml,runs/code_logits_all_triplets_3000/metrics.csv,7,3000,231,231,3000,0.48484848484848486,3000,0.46320346320346323,2500,0.48917748917748916,2500,0.45021645021645024,2500,1.6401943061258886,0.48484848484848486,0.46320346320346323,0.46320346320346323,0.42424242424242425,1.6418602172430459
code_logits_all_triplets_h2048_l3_5000,no,,runs/code_logits_all_triplets_h2048_l3_5000/config.yaml,runs/code_logits_all_triplets_h2048_l3_5000/metrics.csv,11,5000,231,231,5000,0.6926406926406926,4500,0.6060606060606061,5000,0.6666666666666666,4500,0.5844155844155844,5000,1.0619026484427514,0.6926406926406926,0.5714285714285714,0.6666666666666666,0.5670995670995671,1.0619026484427514
code_logits_all_triplets_h2048_l3_resume10k,no,,runs/code_logits_all_triplets_h2048_l3_resume10k/config.yaml,runs/code_logits_all_triplets_h2048_l3_resume10k/metrics.csv,1,5001,231,231,5001,0.5454545454545454,5001,0.47619047619047616,5001,0.5324675324675324,5001,0.47186147186147187,5001,1.4366761833042294,0.5454545454545454,0.47619047619047616,0.5324675324675324,0.47186147186147187,1.4366761833042294
code_logits_all_triplets_h2048_l3_resume15k_lr3e5,no,,runs/code_logits_all_triplets_h2048_l3_resume15k_lr3e5/config.yaml,runs/code_logits_all_triplets_h2048_l3_resume15k_lr3e5/metrics.csv,11,15000,231,231,12500,0.7186147186147186,11500,0.6147186147186147,12500,0.683982683982684,12500,0.6017316017316018,13000,0.9437021721493114,0.6363636363636364,0.5541125541125541,0.6363636363636364,0.5584415584415584,0.964345404338011
code_logits_all_triplets_h2048_l3_resumeopt10k,no,,runs/code_logits_all_triplets_h2048_l3_resumeopt10k/config.yaml,runs/code_logits_all_triplets_h2048_l3_resumeopt10k/metrics.csv,11,10000,231,231,8000,0.696969696969697,8000,0.6017316017316018,8000,0.670995670995671,7500,0.6060606060606061,9000,1.0108949493020127,0.6753246753246753,0.5714285714285714,0.658008658008658,0.5584415584415584,1.0145378711419704
code_logits_all_triplets_lr5e5_5000,no,,runs/code_logits_all_triplets_lr5e5_5000/config.yaml,runs/code_logits_all_triplets_lr5e5_5000/metrics.csv,5,2000,231,231,2000,0.4025974025974026,2000,0.38095238095238093,2000,0.4025974025974026,2000,0.37662337662337664,2000,1.9066143794493242,0.4025974025974026,0.38095238095238093,0.4025974025974026,0.37662337662337664,1.9066143794493242
code_logits_all_triplets_multipos_k3_from11k_to13k,no,,runs/code_logits_all_triplets_multipos_k3_from11k_to13k/config.yaml,runs/code_logits_all_triplets_multipos_k3_from11k_to13k/metrics.csv,3,12000,231,231,12000,0.6623376623376623,11001,0.5887445887445888,12000,0.6666666666666666,12000,0.5974025974025974,11001,0.9566821105036385,0.6623376623376623,0.5800865800865801,0.6666666666666666,0.5974025974025974,1.0253618718225719
code_logits_all_triplets_multipos_k3_resume13k,no,,runs/code_logits_all_triplets_multipos_k3_resume13k/config.yaml,runs/code_logits_all_triplets_multipos_k3_resume13k/metrics.csv,1,12001,231,231,12001,0.6666666666666666,12001,0.5844155844155844,12001,0.6666666666666666,12001,0.5887445887445888,12001,1.0221939448154334,0.6666666666666666,0.5844155844155844,0.6666666666666666,0.5887445887445888,1.0221939448154334
code_logits_all_triplets_multipos_k6_from11k_to15k,no,,runs/code_logits_all_triplets_multipos_k6_from11k_to15k/config.yaml,runs/code_logits_all_triplets_multipos_k6_from11k_to15k/metrics.csv,1,11001,231,231,11001,0.6493506493506493,11001,0.5800865800865801,11001,0.6536796536796536,11001,0.5844155844155844,11001,0.9566900843665713,0.6493506493506493,0.5800865800865801,0.6536796536796536,0.5844155844155844,0.9566900843665713
code_logits_all_triplets_soft_t80_k4_from11k_to15k,no,,runs/code_logits_all_triplets_soft_t80_k4_from11k_to15k/config.yaml,runs/code_logits_all_triplets_soft_t80_k4_from11k_to15k/metrics.csv,4,12500,231,231,12500,0.6883116883116883,11500,0.5974025974025974,12500,0.6753246753246753,11001,0.5930735930735931,12500,1.6493782233366203,0.6883116883116883,0.5887445887445888,0.6753246753246753,0.5627705627705628,1.6493782233366203
code_logits_nosymm_5000,no,,runs/code_logits_nosymm_5000/config.yaml,runs/code_logits_nosymm_5000/metrics.csv,11,5000,69,162,2500,0.7536231884057971,2500,0.7246376811594203,3000,0.06790123456790123,5000,0.06172839506172839,1,3.274630861517824,0.7536231884057971,0.7101449275362319,0.05555555555555555,0.06172839506172839,15.704619466522594
code_logits_symm_5000,no,,runs/code_logits_symm_5000/config.yaml,runs/code_logits_symm_5000/metrics.csv,5,2000,69,162,1500,0.6376811594202898,2000,0.5942028985507246,500,0.06172839506172839,2000,0.06172839506172839,1,3.2947339952727894,0.5652173913043478,0.5942028985507246,0.037037037037037035,0.06172839506172839,10.03020088760941
dvq_fixed_c001_lr1e4_3000_20260623,no,,runs/dvq_fixed_c001_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_c001_lr1e4_3000_20260623/metrics.csv,7,3000,231,231,2500,0.07792207792207792,2500,0.06493506493506493,2500,0.06926406926406926,2500,0.05627705627705628,2000,7.934482669417476,0.03896103896103896,0.030303030303030304,0.030303030303030304,0.025974025974025976,17.48511164528983
dvq_fixed_c003_lr1e4_3000_20260623,no,,runs/dvq_fixed_c003_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_c003_lr1e4_3000_20260623/metrics.csv,7,3000,231,231,2500,0.07792207792207792,2500,0.06493506493506493,2500,0.06926406926406926,2500,0.05627705627705628,2000,7.934482669417476,0.03896103896103896,0.030303030303030304,0.030303030303030304,0.025974025974025976,17.48511164528983
dvq_fixed_c01_lr1e4_3000_20260623,no,,runs/dvq_fixed_c01_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_c01_lr1e4_3000_20260623/metrics.csv,1,1,231,231,1,0.03896103896103896,1,0.06060606060606061,1,0.03896103896103896,1,0.030303030303030304,1,26.26693110445361,0.03896103896103896,0.06060606060606061,0.03896103896103896,0.030303030303030304,26.26693110445361
dvq_fixed_c0_lr1e4_3000_20260623,no,,runs/dvq_fixed_c0_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_c0_lr1e4_3000_20260623/metrics.csv,7,3000,231,231,2500,0.07792207792207792,2500,0.06493506493506493,2500,0.06926406926406926,2500,0.05627705627705628,2000,7.934482669417476,0.03896103896103896,0.030303030303030304,0.030303030303030304,0.025974025974025976,17.48511164528983
dvq_fixed_expcommit_c001_lr1e4_3000_20260623,yes,Direct VQ-Plus explicit commit sweep.,runs/dvq_fixed_expcommit_c001_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_expcommit_c001_lr1e4_3000_20260623/metrics.csv,7,3000,231,231,2500,0.09090909090909091,3000,0.11255411255411256,2500,0.09523809523809523,2500,0.09523809523809523,3000,5.937109945140359,0.08658008658008658,0.11255411255411256,0.07792207792207792,0.08225108225108226,5.937109945140359
dvq_fixed_expcommit_c003_lr1e4_3000_20260623,yes,Direct VQ-Plus explicit commit sweep.,runs/dvq_fixed_expcommit_c003_lr1e4_3000_20260623/config.yaml,runs/dvq_fixed_expcommit_c003_lr1e4_3000_20260623/metrics.csv,7,3000,231,231,2500,0.10822510822510822,2500,0.11688311688311688,2500,0.08658008658008658,2500,0.09956709956709957,3000,5.779215447314374,0.05194805194805195,0.06493506493506493,0.05194805194805195,0.05627705627705628,5.779215447314374
